1,2
"(40.6781085, -74.0060591)","(33.9461713, -118.2367678)"
"(40.6781085, -74.0060591)","(32.7199041, -117.1593048)"
"(40.6781085, -74.0060591)","(0.18636, 6.613080999999999)"
"(40.6781085, -74.0060591)","(38.5705507, -121.471936)"
"(40.6781085, -74.0060591)","(0.18636, 6.613080999999999)"
"(40.7026485, -74.278246)","(32.8823075, -117.1556556)"
"(43.6530596, -70.2560932)","(42.8942598, -88.2751554)"
"(32.7897146, -117.1750476)","(32.7831225, -117.1697106)"
"(32.7897146, -117.1750476)","(32.786471, -117.1703762)"
"(32.9858634, -117.0776021)","(32.9630893, -117.1307777)"
"(43.65816969999999, -70.2928362)","(39.9651534, -75.160822)"
"(32.8347063, -117.1596482)","(32.8317423, -117.1638222)"
"(32.8347063, -117.1596482)","(32.8278842, -117.1582196)"
"(32.8271444, -117.1540176)","(52.66963730000001, 0.1572352)"
"(32.8271444, -117.1540176)","(41.516701, -73.94522649999999)"
"(32.8271444, -117.1540176)","(32.8347063, -117.1596482)"
"(32.8271444, -117.1540176)","(32.8328837, -117.1465924)"
"(32.8271444, -117.1540176)","(32.8214003, -117.1641589)"
"(32.8271444, -117.1540176)","(37.3173865, -121.8187284)"
"(32.8271444, -117.1540176)","(32.8166401, -117.1500185)"
"(32.8401828, -117.1670834)","(32.8377411, -117.1678508)"
0,0
"(32.7373174, -117.2460431)","(37.7258047, -122.4108576)"
"(32.576517, -117.0840221)","(33.8891563, -118.3898275)"
"(32.576517, -117.0840221)","(32.5715522, -117.0927764)"
"(32.576517, -117.0840221)","(32.5691699, -117.0840422)"
"(32.576517, -117.0840221)","(40.7849921, -122.3083332)"
"(32.576517, -117.0840221)","(32.5771447, -117.0815727)"
"(32.576517, -117.0840221)","(34.0349656, -118.4775231)"
"(32.576517, -117.0840221)","(32.5708441, -117.0645134)"
"(32.6893843, -117.153364)","(40.7849921, -122.3083332)"
"(32.800227, -117.0260656)","(50.0616545, 11.0739054)"
"(32.800227, -117.0260656)","(32.8004957, -117.0179566)"
"(32.800227, -117.0260656)","(32.8032973, -117.033801)"
"(32.800227, -117.0260656)","(32.8009669, -117.019935)"
"(32.800227, -117.0260656)","(32.8015154, -117.0404231)"
"(29.7415622, -95.3694909)","(32.7929266, -117.0889703)"
"(32.7880691, -117.2345789)","(32.7827648, -117.2366369)"
"(32.738078, -117.1676172)","(32.746404, -117.1552801)"
"(32.5558122, -117.0624264)","(32.5708441, -117.0645134)"
"(32.5558122, -117.0624264)","(32.557066, -117.0580389)"
"(32.5558122, -117.0624264)","(40.7849921, -122.3083332)"
"(32.5558122, -117.0624264)","(32.556976, -117.0648147)"
"(32.8034411, -117.1173687)","(32.8098412, -117.1294501)"
"(32.8034411, -117.1173687)","(39.1170757, -77.2600839)"
"(32.8088984, -117.218246)","(32.8008291, -117.2141037)"
"(32.5719332, -116.9991747)","(32.5806009, -117.0007562)"
"(32.8641526, -117.2140271)","(32.8406331, -117.1970729)"
"(32.6973151, -117.0330141)","(32.6982355, -117.0310044)"
"(32.6973151, -117.0330141)","(32.69556439999999, -117.0304198)"
"(32.782804, -117.0659967)","(41.8818017, -87.6607513)"
"(32.782804, -117.0659967)","(38.9274815, -94.74605679999999)"
"(32.782804, -117.0659967)","(32.7866035, -117.0570285)"
"(32.9562322, -117.2266166)","(32.9484756, -117.2597182)"
"(32.9562322, -117.2266166)","(32.9491981, -117.2474184)"
"(32.9562322, -117.2266166)","(40.7849921, -122.3083332)"
"(32.9562322, -117.2266166)","(32.9517395, -117.2394244)"
"(32.9562322, -117.2266166)","(35.4261304, -120.6042381)"
"(32.9562322, -117.2266166)","(32.9420719, -117.2129745)"
"(32.9562322, -117.2266166)","(33.0512352, -97.0549379)"
"(32.9562322, -117.2266166)","(32.9504142, -117.2130232)"
"(32.5735711, -117.0509606)","(32.5708441, -117.0645134)"
"(32.5735711, -117.0509606)","(32.5838324, -117.0619883)"
"(32.5735711, -117.0509606)","(32.5751721, -117.0548495)"
"(32.5735711, -117.0509606)","(32.5794085, -117.0502433)"
"(32.5735711, -117.0509606)","(32.5779861, -117.045426)"
"(32.5735711, -117.0509606)","(32.7339276, -117.1129323)"
"(32.6889695, -117.1009779)","(32.6832957, -117.1176389)"
"(32.7881164, -117.203695)","(40.6336831, -74.26532759999999)"
"(32.7881164, -117.203695)","(32.8108193, -117.2009254)"
"(32.7881164, -117.203695)","(32.7890746, -117.2018289)"
"(32.826099, -117.182587)","(32.8294459, -117.1804531)"
"(32.826099, -117.182587)","(32.82518, -117.182663)"
"(39.9867148, -75.1719774)","(32.7827648, -117.2366369)"
"(32.8369138, -117.1870547)","(32.8328837, -117.1465924)"
"(32.8369138, -117.1870547)","(32.8353637, -117.1932521)"
"(32.8832974, -117.1630001)","(39.1649091, -76.6114339)"
"(34.1067953, -118.2249146)","(33.7475595, -117.8676075)"
"(34.1067953, -118.2249146)","(32.6654309, -117.1029218)"
"(34.1067953, -118.2249146)","(40.0258263, -75.06273290000001)"
"(34.1067953, -118.2249146)","(40.628263, -73.999149)"
"(34.1067953, -118.2249146)","(26.4401899, -82.06583479999999)"
"(36.0707542, -86.6711704)","(34.2552303, -118.2845136)"
"(33.0350215, -117.0826656)","(33.0343584, -117.0850498)"
"(36.7312133, -119.7975772)","(40.7657168, -73.9761894)"
"(36.7312133, -119.7975772)","(37.8059872, -122.22551)"
"(32.5514887, -117.0376116)","(32.5591273, -117.0494243)"
"(32.7787436, -117.2096612)","(32.8108193, -117.2009254)"
"(39.1029243, -84.2779025)","(32.8552341, -117.2176154)"
"(39.1029243, -84.2779025)","(32.8406331, -117.1970729)"
"(39.1029243, -84.2779025)","(32.7339276, -117.1129323)"
"(32.7426193, -117.2467722)","(32.7519772, -117.2345834)"
0,0
"(32.7576978, -117.0808503)","(37.8059872, -122.22551)"
"(32.7576978, -117.0808503)","(37.7575538, -122.4105513)"
"(32.7576978, -117.0808503)","(32.755521, -117.1388501)"
"(32.7576978, -117.0808503)","(39.3209801, -111.0937311)"
"(32.7576978, -117.0808503)","(40.7554084, -73.9318155)"
"(32.7576978, -117.0808503)","(32.7339276, -117.1129323)"
"(32.7576978, -117.0808503)","(40.7661901, -73.91754070000002)"
"(32.7576978, -117.0808503)","(40.7418056, -73.92466689999999)"
"(32.7576978, -117.0808503)","(32.7477854, -117.1057279)"
"(32.7576978, -117.0808503)","(40.7578494, -73.9165934)"
"(32.7576978, -117.0808503)","(39.966528, -75.158284)"
"(32.7576978, -117.0808503)","(41.5652812, -81.5392492)"
"(32.7576978, -117.0808503)","(38.9145017, -94.3636547)"
"(32.7576978, -117.0808503)","(37.8527929, -122.2526356)"
"(32.7576978, -117.0808503)","(40.6264805, -73.99921549999999)"
"(32.7576978, -117.0808503)","(32.7589978, -117.0567714)"
"(32.7576978, -117.0808503)","(32.7707732, -117.0769362)"
"(32.7576978, -117.0808503)","(41.6280465, -93.7122176)"
"(35.4261304, -120.6042381)","(33.0069731, -96.84845899999999)"
"(35.4261304, -120.6042381)","(32.9909518, -117.2162847)"
"(35.4261304, -120.6042381)","(39.8601801, -85.9616259)"
"(35.4261304, -120.6042381)","(32.9565885, -117.2335895)"
"(35.4261304, -120.6042381)","(32.9562322, -117.2266166)"
"(35.4261304, -120.6042381)","(32.9517395, -117.2394244)"
"(35.4261304, -120.6042381)","(32.937653, -117.2323856)"
"(35.4261304, -120.6042381)","(22.0527787, -159.3329733)"
"(31.6686246, -106.3189985)","(40.7657168, -73.9761894)"
"(35.2064428, -97.4479075)","(28.2460502, -81.29524839999999)"
"(32.7830986, -96.79133619999999)","(40.763368, -73.95924)"
"(32.7830986, -96.79133619999999)","(40.6481094, -74.0107685)"
"(32.8267594, -117.1542287)","(32.8278842, -117.1582196)"
"(32.8267594, -117.1542287)","(32.8271444, -117.1540176)"
"(32.8267594, -117.1542287)","(32.8269782, -117.1488462)"
"(32.5600293, -116.9278371)","(39.7707476, -84.1199144)"
"(38.9973407, -77.4049971)","(32.7533935, -117.2105087)"
"(30.2699912, -97.8611344)","(33.0109645, -117.0855235)"
"(41.5652812, -81.5392492)","(32.7633799, -117.1236636)"
"(41.5652812, -81.5392492)","(43.120847, -77.55838)"
"(41.5652812, -81.5392492)","(32.7576978, -117.0808503)"
"(41.5652812, -81.5392492)","(28.4385964, -81.3671818)"
"(41.5652812, -81.5392492)","(42.19899789999999, -71.1641868)"
"(41.5652812, -81.5392492)","(40.4383577, -79.9276999)"
"(41.5652812, -81.5392492)","(39.6747162, -83.9240373)"
"(41.5652812, -81.5392492)","(38.9145017, -94.3636547)"
"(41.5652812, -81.5392492)","(39.81547339999999, -105.0251583)"
"(41.5652812, -81.5392492)","(38.6928433, -91.250869)"
"(41.5652812, -81.5392492)","(37.7734494, -122.4213231)"
"(41.5652812, -81.5392492)","(32.7041762, -117.0988461)"
"(41.5652812, -81.5392492)","(42.5741064, -92.3374789)"
"(32.9584909, -117.0960032)","(32.9565092, -117.0936388)"
"(32.9612636, -117.0946374)","(32.9565092, -117.0936388)"
"(32.9617872, -117.091539)","(32.9522215, -117.1001597)"
"(40.7060423, -74.0105391)","(32.8505015, -117.2550034)"
"(32.8760918, -117.2097153)","(32.8552341, -117.2176154)"
"(32.8760918, -117.2097153)","(41.7839621, -88.2197884)"
"(32.8760918, -117.2097153)","(30.2144685, -81.37970949999999)"
"(30.2144685, -81.37970949999999)","(32.8760918, -117.2097153)"
"(41.2203118, -96.03496059999999)","(32.7219608, -117.1709678)"
"(41.2203118, -96.03496059999999)","(40.6481094, -74.0107685)"
"(41.2203118, -96.03496059999999)","(40.7314123, -73.99698479999999)"
"(41.2203118, -96.03496059999999)","(40.7525375, -73.9932029)"
"(41.2203118, -96.03496059999999)","(40.754921, -73.9989038)"
"(41.2203118, -96.03496059999999)","(40.7449987, -74.0084016)"
"(41.2203118, -96.03496059999999)","(37.8059872, -122.22551)"
"(41.2203118, -96.03496059999999)","(37.7655641, -122.4114895)"
"(44.0514597, -123.024439)","(33.7598202, -117.8348236)"
"(39.3186326, -76.7681001)","(32.9736692, -117.0625193)"
"(39.966528, -75.158284)","(32.7755602, -117.1573717)"
"(39.966528, -75.158284)","(32.8186479, -117.0463569)"
"(39.966528, -75.158284)","(32.6707083, -114.4543588)"
"(39.966528, -75.158284)","(32.7713532, -117.1295335)"
"(39.966528, -75.158284)","(32.7707732, -117.0769362)"
"(39.966528, -75.158284)","(39.2379365, -84.3740766)"
"(39.966528, -75.158284)","(40.74921800000001, -73.487713)"
"(39.966528, -75.158284)","(32.7576978, -117.0808503)"
"(39.966528, -75.158284)","(28.4385964, -81.3671818)"
"(39.966528, -75.158284)","(42.19899789999999, -71.1641868)"
"(39.966528, -75.158284)","(40.4383577, -79.9276999)"
"(39.966528, -75.158284)","(32.7392534, -117.1254281)"
"(39.966528, -75.158284)","(40.7547598, -74.0474721)"
"(32.7458786, -117.0934134)","(39.6747162, -83.9240373)"
"(32.7480476, -117.2293422)","(32.73960539999999, -117.2315293)"
"(32.8009291, -117.2470721)","(32.8215479, -117.2467544)"
"(32.8009291, -117.2470721)","(32.809277, -117.2562078)"
"(32.8009291, -117.2470721)","(32.8063768, -117.2516748)"
"(32.8009291, -117.2470721)","(32.801394, -117.2335118)"
"(32.8009291, -117.2470721)","(44.9400126, -93.14970939999999)"
"(32.7651084, -117.170485)","(32.7612399, -117.1729121)"
"(32.8329967, -117.0473714)","(32.8186479, -117.0463569)"
"(32.8395191, -117.2735002)","(42.3725887, -71.09871559999999)"
"(32.8395191, -117.2735002)","(40.0191143, -105.2740918)"
"(32.8395191, -117.2735002)","(32.8339643, -117.2680595)"
"(39.81547339999999, -105.0251583)","(39.6747162, -83.9240373)"
"(39.81547339999999, -105.0251583)","(40.7609205, -73.9886647)"
"(40.6243332, -111.8251648)","(41.5652812, -81.5392492)"
"(44.1048057, -123.1337482)","(38.6928433, -91.250869)"
"(39.81547339999999, -105.0251583)","(40.628845, -73.998545)"
"(39.81547339999999, -105.0251583)","(32.7295593, -117.0557197)"
"(32.7989021, -117.2493797)","(32.8009291, -117.2470721)"
"(40.0429138, -75.12383849999999)","(32.729633, -117.125282)"
"(40.0429138, -75.12383849999999)","(33.9461713, -118.2367678)"
"(42.367146, -83.0133037)","(44.8832856, -108.469565)"
"(32.9069902, -117.1532354)","(32.909373, -117.1602998)"
"(32.9069902, -117.1532354)","(32.8983087, -117.1706981)"
"(32.9069902, -117.1532354)","(42.921134, -78.8877772)"
"(37.7575538, -122.4105513)","(32.7576978, -117.0808503)"
"(37.7575538, -122.4105513)","(42.19899789999999, -71.1641868)"
"(37.7575538, -122.4105513)","(32.746404, -117.1552801)"
"(41.0958566, -85.1195381)","(32.739821, -117.1444405)"
"(41.0958566, -85.1195381)","(32.7350568, -117.1456067)"
"(38.8243908, -77.07221349999999)","(32.8024827, -117.0784159)"
"(38.8243908, -77.07221349999999)","(37.2389976, -121.8212896)"
"(34.2700102, -118.337061)","(32.8065048, -117.2419501)"
"(34.2700102, -118.337061)","(32.8063768, -117.2516748)"
0,0
"(32.7516963, -117.1802129)","(42.4660448, -70.9298957)"
"(32.7516963, -117.1802129)","(34.0807282, -118.4130493)"
"(32.7516963, -117.1802129)","(32.7476701, -117.1722805)"
"(32.7516963, -117.1802129)","(32.7476009, -117.1713506)"
"(32.7734453, -117.1584423)","(32.7752648, -117.1583067)"
"(32.7734453, -117.1584423)","(32.7747497, -117.1538667)"
"(32.7747497, -117.1538667)","(32.7611102, -117.2200109)"
"(32.7747497, -117.1538667)","(40.7849921, -122.3083332)"
"(32.7747497, -117.1538667)","(32.7219608, -117.1709678)"
"(32.7747497, -117.1538667)","(32.7942808, -117.2072706)"
"(32.7747497, -117.1538667)","(34.2264251, -118.5404483)"
"(32.7747497, -117.1538667)","(32.7742538, -117.1798608)"
"(32.7747497, -117.1538667)","(32.7651084, -117.170485)"
"(32.7747497, -117.1538667)","(32.7841029, -117.1694194)"
"(32.7747497, -117.1538667)","(37.072449, -110.0313596)"
"(32.7747497, -117.1538667)","(32.7756139, -117.1540524)"
"(32.7747497, -117.1538667)","(32.7733055, -117.1403524)"
"(32.7747497, -117.1538667)","(32.7339276, -117.1129323)"
"(32.7747497, -117.1538667)","(26.2180562, -98.2882119)"
"(32.7747497, -117.1538667)","(34.6222353, -117.2346253)"
"(32.7747497, -117.1538667)","(32.8212353, -117.1039542)"
"(20.8758958, -156.6803293)","(39.9322231, -75.1721108)"
"(20.8758958, -156.6803293)","(32.7229601, -117.158265)"
"(20.8758958, -156.6803293)","(32.7199041, -117.1593048)"
"(20.8758958, -156.6803293)","(0.18636, 6.613080999999999)"
"(20.8758958, -156.6803293)","(41.1115472, -73.85838059999999)"
"(20.8758958, -156.6803293)","(37.7734494, -122.4213231)"
"(32.8002545, -117.1530759)","(32.7974073, -117.1565689)"
"(38.9034346, -77.0347434)","(32.7219608, -117.1709678)"
"(38.9034346, -77.0347434)","(32.7270983, -117.1707063)"
"(38.9034346, -77.0347434)","(32.7293253, -117.1707282)"
"(38.9034346, -77.0347434)","(20.8758958, -156.6803293)"
"(38.9034346, -77.0347434)","(40.6481094, -74.0107685)"
"(38.9034346, -77.0347434)","(40.7314123, -73.99698479999999)"
"(38.9034346, -77.0347434)","(40.7525375, -73.9932029)"
"(38.9034346, -77.0347434)","(40.754921, -73.9989038)"
"(38.9034346, -77.0347434)","(40.7449987, -74.0084016)"
"(38.9034346, -77.0347434)","(37.8059872, -122.22551)"
"(38.9034346, -77.0347434)","(37.7655641, -122.4114895)"
"(45.14175059999999, -93.23032099999999)","(33.7598202, -117.8348236)"
"(38.9034346, -77.0347434)","(39.7545686, -104.9971038)"
"(32.920562, -117.122574)","(32.9390205, -117.1284305)"
"(32.801394, -117.2335118)","(37.5930571, -122.0054475)"
"(32.801394, -117.2335118)","(32.8020211, -117.2532593)"
"(32.801394, -117.2335118)","(32.8009291, -117.2470721)"
"(32.801394, -117.2335118)","(32.7827648, -117.2366369)"
"(32.801394, -117.2335118)","(42.4347786, -83.054862)"
"(32.801394, -117.2335118)","(32.8214003, -117.1641589)"
"(32.801394, -117.2335118)","(32.8191365, -117.2350081)"
"(32.801394, -117.2335118)","(32.8008291, -117.2141037)"
"(32.7276843, -117.2318378)","(32.7263225, -117.227755)"
0,0
"(29.5599113, -95.1123579)","(32.9248325, -117.127605)"
"(32.8406331, -117.1970729)","(32.8505015, -117.2550034)"
"(32.8406331, -117.1970729)","(40.7849921, -122.3083332)"
"(32.8406331, -117.1970729)","(32.8857884, -117.2212144)"
"(32.8406331, -117.1970729)","(32.8552341, -117.2176154)"
"(32.8406331, -117.1970729)","(39.1029243, -84.2779025)"
"(32.8406331, -117.1970729)","(32.8717938, -117.2177712)"
"(32.8406331, -117.1970729)","(32.867186, -117.2121012)"
"(32.8406331, -117.1970729)","(32.85422490000001, -117.2002723)"
"(32.8406331, -117.1970729)","(41.516701, -73.94522649999999)"
"(32.8406331, -117.1970729)","(32.8328837, -117.1465924)"
"(32.8406331, -117.1970729)","(32.82518, -117.182663)"
"(32.8406331, -117.1970729)","(32.8227045, -117.194664)"
"(32.8406331, -117.1970729)","(32.826099, -117.182587)"
"(32.8406331, -117.1970729)","(32.8217735, -117.188717)"
"(32.8406331, -117.1970729)","(32.8214003, -117.1641589)"
"(32.8406331, -117.1970729)","(32.8162315, -117.1851886)"
"(32.8406331, -117.1970729)","(32.8112358, -117.1679991)"
"(32.8406331, -117.1970729)","(32.786471, -117.1703762)"
"(32.8406331, -117.1970729)","(37.072449, -110.0313596)"
"(32.8369083, -117.2739226)","(32.8395191, -117.2735002)"
"(32.8638702, -117.2361009)","(32.8717938, -117.2177712)"
"(32.8638702, -117.2361009)","(32.8697501, -117.233771)"
"(39.9711923, -75.1274036)","(42.3725887, -71.09871559999999)"
"(39.9711923, -75.1274036)","(32.8505015, -117.2550034)"
"(39.9711923, -75.1274036)","(40.0191143, -105.2740918)"
"(32.9057264, -117.1359092)","(42.921134, -78.8877772)"
"(32.9057264, -117.1359092)","(34.2117922, -119.0007412)"
"(32.9057264, -117.1359092)","(32.9182202, -117.135689)"
"(32.9057264, -117.1359092)","(32.9109641, -117.1313578)"
"(32.7476009, -117.1713506)","(42.4660448, -70.9298957)"
"(32.7476009, -117.1713506)","(32.7516963, -117.1802129)"
"(32.7476009, -117.1713506)","(42.1815159, -71.20338799999999)"
"(32.7476009, -117.1713506)","(42.19899789999999, -71.1641868)"
"(32.8081055, -117.0407532)","(32.7963533, -117.0502239)"
"(32.8081055, -117.0407532)","(32.8015154, -117.0404231)"
"(32.8081055, -117.0407532)","(32.8032973, -117.033801)"
"(32.85422490000001, -117.2002723)","(32.847218, -117.222961)"
"(32.85422490000001, -117.2002723)","(32.8552341, -117.2176154)"
"(32.85422490000001, -117.2002723)","(32.8406331, -117.1970729)"
"(32.85422490000001, -117.2002723)","(32.8525308, -117.1909789)"
"(32.8025093, -117.1341017)","(32.8052718, -117.1400583)"
"(32.8025093, -117.1341017)","(32.7964073, -117.1354648)"
"(44.9400126, -93.14970939999999)","(37.5930571, -122.0054475)"
"(44.9400126, -93.14970939999999)","(32.8020211, -117.2532593)"
"(44.9400126, -93.14970939999999)","(32.8009291, -117.2470721)"
"(44.9400126, -93.14970939999999)","(32.7827648, -117.2366369)"
"(44.9400126, -93.14970939999999)","(32.8002353, -117.2355352)"
"(33.9461713, -118.2367678)","(27.9076738, -82.8393152)"
"(33.9461713, -118.2367678)","(32.7219608, -117.1709678)"
"(33.9461713, -118.2367678)","(32.7270983, -117.1707063)"
"(33.9461713, -118.2367678)","(32.7293253, -117.1707282)"
"(33.9461713, -118.2367678)","(40.6781085, -74.0060591)"
"(33.9461713, -118.2367678)","(40.7849921, -122.3083332)"
"(33.9461713, -118.2367678)","(32.740343, -117.1658306)"
"(33.9461713, -118.2367678)","(40.763368, -73.95924)"
"(33.9461713, -118.2367678)","(40.6481094, -74.0107685)"
"(33.9461713, -118.2367678)","(40.7314123, -73.99698479999999)"
"(32.7968917, -117.142061)","(33.8987097, -84.10518850000001)"
"(32.7968917, -117.142061)","(35.2102466, -80.7868949)"
"(32.5649841, -117.0775321)","(34.4326164, -119.842399)"
"(32.8525308, -117.1909789)","(32.8579235, -117.1914339)"
"(32.8525308, -117.1909789)","(32.85422490000001, -117.2002723)"
"(39.8601801, -85.9616259)","(32.9517395, -117.2394244)"
"(33.918999, -84.3630505)","(32.8052718, -117.1400583)"
"(40.68506989999999, -73.92798250000001)","(32.7533935, -117.2105087)"
"(40.68506989999999, -73.92798250000001)","(32.7539478, -117.2065397)"
"(40.68506989999999, -73.92798250000001)","(37.2710091, -107.8842545)"
"(40.68506989999999, -73.92798250000001)","(32.7485314, -117.1929245)"
"(40.68506989999999, -73.92798250000001)","(32.7501342, -117.1887228)"
"(40.68506989999999, -73.92798250000001)","(40.720491, -73.51794149999999)"
"(32.7620487, -117.0421145)","(42.7844069, -71.50756799999999)"
"(32.7093836, -117.1628654)","(32.7293076, -117.1997407)"
"(32.7093836, -117.1628654)","(32.7219608, -117.1709678)"
"(32.7093836, -117.1628654)","(32.7270983, -117.1707063)"
"(32.7093836, -117.1628654)","(37.7734494, -122.4213231)"
"(32.7093836, -117.1628654)","(20.8758958, -156.6803293)"
"(32.7093836, -117.1628654)","(40.763368, -73.95924)"
"(32.7093836, -117.1628654)","(40.7314123, -73.99698479999999)"
"(32.7093836, -117.1628654)","(44.52275480000001, -109.0718419)"
"(32.7093836, -117.1628654)","(32.7004597, -117.1452449)"
"(32.7093836, -117.1628654)","(32.6893843, -117.153364)"
"(32.7093836, -117.1628654)","(29.7385963, -95.3490922)"
"(32.7093836, -117.1628654)","(40.029928, -105.2585026)"
"(32.7093836, -117.1628654)","(32.734557, -117.1250616)"
"(33.6110349, -117.8973224)","(41.8818017, -87.6607513)"
"(33.6110349, -117.8973224)","(42.7984279, -70.87523639999999)"
"(33.6110349, -117.8973224)","(32.7293076, -117.1997407)"
"(41.2567152, -95.9659811)","(32.7535112, -117.1932768)"
"(41.2567152, -95.9659811)","(43.65816969999999, -70.2928362)"
"(32.9580309, -117.2311485)","(32.9565885, -117.2335895)"
"(37.6702866, -121.8839334)","(39.7707476, -84.1199144)"
"(33.41074400000001, -86.62652039999999)","(27.9076738, -82.8393152)"
"(33.41074400000001, -86.62652039999999)","(32.7219608, -117.1709678)"
"(33.41074400000001, -86.62652039999999)","(32.7270983, -117.1707063)"
"(33.41074400000001, -86.62652039999999)","(32.7293253, -117.1707282)"
"(33.41074400000001, -86.62652039999999)","(40.6781085, -74.0060591)"
"(33.41074400000001, -86.62652039999999)","(40.6487418, -111.8886959)"
"(33.41074400000001, -86.62652039999999)","(40.7849921, -122.3083332)"
"(33.41074400000001, -86.62652039999999)","(40.763368, -73.95924)"
"(32.7706692, -117.1577136)","(32.7734453, -117.1584423)"
"(32.7974073, -117.1565689)","(32.801243, -117.159341)"
"(32.7974073, -117.1565689)","(32.7963826, -117.155124)"
0,0
"(39.1350183, -84.4210956)","(42.3725887, -71.09871559999999)"
"(32.8377411, -117.1678508)","(32.8401828, -117.1670834)"
"(32.8470983, -117.2499327)","(35.5499915, -121.0790633)"
"(32.9517395, -117.2394244)","(39.8601801, -85.9616259)"
"(32.9517395, -117.2394244)","(32.9562322, -117.2266166)"
"(38.7768799, -122.9468435)","(32.9630893, -117.1307777)"
"(38.7768799, -122.9468435)","(41.4279427, -73.6816126)"
"(33.0443032, -116.974091)","(32.9736692, -117.0625193)"
"(38.9307743, -77.1335853)","(32.8115463, -117.0037207)"
"(34.0332793, -118.2657264)","(32.7451609, -117.2472265)"
"(32.6244451, -117.0597235)","(32.745101, -117.1219873)"
"(32.8703362, -117.2326647)","(32.8697501, -117.233771)"
"(32.5691699, -117.0840422)","(33.7475595, -117.8676075)"
"(36.6707517, -93.21880329999999)","(32.5839503, -117.1078801)"
0,0
"(32.5691699, -117.0840422)","(35.6088441, -117.6945852)"
"(32.5691699, -117.0840422)","(37.560706, -77.4894897)"
"(32.5691699, -117.0840422)","(32.5642336, -117.0780525)"
"(32.5691699, -117.0840422)","(33.9987865, -118.4682378)"
0,0
"(39.6747162, -83.9240373)","(39.81547339999999, -105.0251583)"
"(39.6747162, -83.9240373)","(40.6505336, -73.86990329999999)"
"(39.6747162, -83.9240373)","(32.7339276, -117.1129323)"
"(39.6747162, -83.9240373)","(39.966528, -75.158284)"
"(32.760649, -117.183929)","(32.75999, -117.1672295)"
"(32.760649, -117.183929)","(32.760418, -117.18869)"
"(32.760649, -117.183929)","(37.7264089, -80.805014)"
"(32.760649, -117.183929)","(32.7651084, -117.170485)"
"(32.7589782, -117.1770853)","(34.9281418, -82.2868759)"
"(32.7589782, -117.1770853)","(37.7264089, -80.805014)"
"(37.580025, -122.3417094)","(32.7339276, -117.1129323)"
"(37.580025, -122.3417094)","(40.7554084, -73.9318155)"
"(37.580025, -122.3417094)","(39.3209801, -111.0937311)"
"(37.580025, -122.3417094)","(32.755521, -117.1388501)"
"(37.580025, -122.3417094)","(37.7575538, -122.4105513)"
"(32.78384, -117.1987)","(42.233822, -71.116962)"
"(32.7041762, -117.0988461)","(40.7525375, -73.9932029)"
"(32.7041762, -117.0988461)","(40.754921, -73.9989038)"
"(32.7041762, -117.0988461)","(37.8059872, -122.22551)"
"(32.7041762, -117.0988461)","(37.7655641, -122.4114895)"
"(32.7041762, -117.0988461)","(40.7849921, -122.3083332)"
"(32.7041762, -117.0988461)","(37.7509423, -122.4133835)"
"(32.7041762, -117.0988461)","(40.029928, -105.2585026)"
"(32.7041762, -117.0988461)","(40.7554084, -73.9318155)"
"(32.7041762, -117.0988461)","(32.734557, -117.1250616)"
"(32.7041762, -117.0988461)","(41.8715947, -71.4123075)"
"(32.7041762, -117.0988461)","(40.7667089, -73.9138093)"
"(32.7041762, -117.0988461)","(32.7339276, -117.1129323)"
"(32.7041762, -117.0988461)","(40.7609205, -73.9886647)"
"(32.7041762, -117.0988461)","(41.5652812, -81.5392492)"
"(32.7041762, -117.0988461)","(32.874366, -97.10752339999999)"
"(32.7041762, -117.0988461)","(42.1094403, -88.357762)"
"(32.7041762, -117.0988461)","(40.628845, -73.998545)"
"(32.7041762, -117.0988461)","(40.624656, -73.99932100000001)"
"(32.7041762, -117.0988461)","(39.9621514, -75.2595532)"
"(32.7293253, -117.1707282)","(42.1815159, -71.20338799999999)"
"(32.7293253, -117.1707282)","(32.747108, -117.1906002)"
0,0
"(32.7293253, -117.1707282)","(38.6994151, -90.2291386)"
"(32.7293253, -117.1707282)","(39.7337266, -104.9020331)"
"(32.7293253, -117.1707282)","(39.2971608, 8.554278)"
"(32.7293253, -117.1707282)","(29.9189541, -90.0989094)"
"(32.7293253, -117.1707282)","(33.41074400000001, -86.62652039999999)"
"(32.7293253, -117.1707282)","(33.9461713, -118.2367678)"
"(32.7293253, -117.1707282)","(32.7199041, -117.1593048)"
"(32.7293253, -117.1707282)","(0.18636, 6.613080999999999)"
"(32.7293253, -117.1707282)","(0.18636, 6.613080999999999)"
"(32.7293253, -117.1707282)","(38.9034346, -77.0347434)"
"(32.7827648, -117.2366369)","(32.8065048, -117.2419501)"
"(32.7827648, -117.2366369)","(32.801394, -117.2335118)"
"(32.7827648, -117.2366369)","(44.9400126, -93.14970939999999)"
"(32.7827648, -117.2366369)","(32.7938047, -117.2397877)"
"(32.7827648, -117.2366369)","(32.7880691, -117.2345789)"
"(32.7890746, -117.2018289)","(32.7942808, -117.2072706)"
"(37.3624664, -122.0141783)","(32.5677018, -117.0776021)"
"(39.8969953, -75.23748160000001)","(20.8758958, -156.6803293)"
"(39.3492627, -76.6046252)","(42.3725887, -71.09871559999999)"
"(32.8015154, -117.0404231)","(32.8186479, -117.0463569)"
"(32.8015154, -117.0404231)","(44.5233614, -89.53681259999999)"
