1,2
"(32.8015154, -117.0404231)","(32.8032973, -117.033801)"
"(32.8015154, -117.0404231)","(32.8081055, -117.0407532)"
"(32.8015154, -117.0404231)","(30.02955099999999, -90.07705299999999)"
"(32.8015154, -117.0404231)","(32.800227, -117.0260656)"
"(32.8015154, -117.0404231)","(32.8004957, -117.0179566)"
"(32.8015154, -117.0404231)","(32.7905179, -117.0209907)"
"(37.7954534, -122.4117282)","(28.5635142, -81.7278819)"
"(32.7663436, -116.9278589)","(44.727284, -75.3210467)"
"(32.7663436, -116.9278589)","(32.71231480000001, -117.0244058)"
"(40.7029316, -73.9276211)","(41.2567152, -95.9659811)"
"(32.7947918, -117.2373112)","(32.8065048, -117.2419501)"
"(32.8887094, -117.2409785)","(32.9055808, -117.2435997)"
"(32.7535112, -117.1932768)","(37.7956513, -122.4132947)"
"(32.7535112, -117.1932768)","(41.2567152, -95.9659811)"
"(32.729633, -117.125282)","(34.7217039, -118.183726)"
"(32.8279381, -117.221242)","(32.7942808, -117.2072706)"
"(32.8279381, -117.221242)","(32.8282645, -117.2155372)"
"(32.8166401, -117.1500185)","(32.8367752, -117.1404815)"
"(32.8166401, -117.1500185)","(32.8328837, -117.1465924)"
"(32.8166401, -117.1500185)","(37.3173865, -121.8187284)"
"(32.84487319999999, -117.1270973)","(32.9390205, -117.1284305)"
"(32.84487319999999, -117.1270973)","(32.8823075, -117.1556556)"
"(32.84487319999999, -117.1270973)","(37.3586256, -122.0002591)"
"(32.84487319999999, -117.1270973)","(32.8607776, -117.1218041)"
"(32.84487319999999, -117.1270973)","(37.072449, -110.0313596)"
"(32.84487319999999, -117.1270973)","(41.516701, -73.94522649999999)"
"(32.84487319999999, -117.1270973)","(32.8242047, -117.1274958)"
"(32.84487319999999, -117.1270973)","(32.8328837, -117.1465924)"
0,0
"(32.84487319999999, -117.1270973)","(32.8214003, -117.1641589)"
"(32.84487319999999, -117.1270973)","(32.8098412, -117.1294501)"
"(32.7197712, -117.0755559)","(38.6928433, -91.250869)"
"(32.751434, -117.2156153)","(32.7533935, -117.2105087)"
"(33.0709961, -96.7776301)","(32.7503917, -117.2089341)"
"(32.8866477, -117.155459)","(32.8890346, -117.1592387)"
0,0
"(32.7459978, -117.1912528)","(42.1815159, -71.20338799999999)"
"(32.7270983, -117.1707063)","(43.2128605, -123.354026)"
"(32.7270983, -117.1707063)","(47.6044125, -122.3298454)"
"(32.7270983, -117.1707063)","(29.9189541, -90.0989094)"
"(32.7270983, -117.1707063)","(33.41074400000001, -86.62652039999999)"
"(32.7270983, -117.1707063)","(33.9461713, -118.2367678)"
"(32.7270983, -117.1707063)","(32.7199041, -117.1593048)"
"(32.7270983, -117.1707063)","(0.18636, 6.613080999999999)"
"(32.7270983, -117.1707063)","(0.18636, 6.613080999999999)"
"(32.7270983, -117.1707063)","(41.1115472, -73.85838059999999)"
"(32.7270983, -117.1707063)","(41.2203118, -96.03496059999999)"
"(32.7270983, -117.1707063)","(38.9034346, -77.0347434)"
"(32.7270983, -117.1707063)","(37.7734494, -122.4213231)"
"(32.7780457, -117.0405272)","(32.817952, -117.05601)"
"(32.7747059, -117.2026297)","(32.78384, -117.1987)"
"(32.7539478, -117.2065397)","(40.68506989999999, -73.92798250000001)"
"(32.7539478, -117.2065397)","(32.7579123, -117.2041145)"
"(32.7539478, -117.2065397)","(32.7263225, -117.227755)"
"(32.8215979, -117.0974426)","(32.8328837, -117.1465924)"
"(32.8215979, -117.0974426)","(32.8204312, -117.0971896)"
"(32.8215207, -117.2743268)","(42.3725887, -71.09871559999999)"
"(32.8215207, -117.2743268)","(40.0191143, -105.2740918)"
"(32.8215207, -117.2743268)","(32.8323323, -117.2648349)"
"(32.8215207, -117.2743268)","(32.809277, -117.2562078)"
"(32.8519751, -117.2326092)","(40.7849921, -122.3083332)"
"(32.8185223, -117.259566)","(32.809277, -117.2562078)"
"(32.8185223, -117.259566)","(28.586308, -81.19560200000001)"
0,0
"(32.8421331, -117.2395584)","(32.8505015, -117.2550034)"
"(32.8421331, -117.2395584)","(32.8590676, -117.2402038)"
"(32.8590676, -117.2402038)","(32.8421331, -117.2395584)"
"(32.8321641, -117.2514941)","(32.8185223, -117.259566)"
"(32.8321641, -117.2514941)","(32.8234995, -117.2607575)"
"(32.8321641, -117.2514941)","(32.8323323, -117.2648349)"
"(32.8321641, -117.2514941)","(32.8191365, -117.2350081)"
"(32.8641809, -117.2525833)","(32.9055808, -117.2435997)"
"(32.8717938, -117.2177712)","(32.8505015, -117.2550034)"
"(32.8717938, -117.2177712)","(32.8590676, -117.2402038)"
"(32.8717938, -117.2177712)","(32.8638702, -117.2361009)"
"(32.8717938, -117.2177712)","(32.8697501, -117.233771)"
"(32.8717938, -117.2177712)","(40.7849921, -122.3083332)"
"(32.8717938, -117.2177712)","(32.8406331, -117.1970729)"
"(32.8717938, -117.2177712)","(32.8764206, -117.2075912)"
"(32.5636456, -116.9624504)","(38.4225364, -94.89960339999999)"
"(32.5636456, -116.9624504)","(32.5678881, -116.9804498)"
"(32.5636456, -116.9624504)","(39.7707476, -84.1199144)"
"(34.3022586, -84.6025585)","(29.7514508, -95.3596592)"
"(32.7905179, -117.0209907)","(38.9307743, -77.1335853)"
"(32.7905179, -117.0209907)","(32.8032973, -117.033801)"
"(32.7905179, -117.0209907)","(32.8009669, -117.019935)"
"(32.7905179, -117.0209907)","(32.8015154, -117.0404231)"
"(41.8037904, -87.5818839)","(32.8015154, -117.0404231)"
"(42.4347786, -83.054862)","(32.8063768, -117.2516748)"
"(42.4347786, -83.054862)","(32.8065048, -117.2419501)"
"(42.4347786, -83.054862)","(32.801394, -117.2335118)"
"(42.4347786, -83.054862)","(44.9400126, -93.14970939999999)"
"(32.7459623, -117.1106638)","(32.745101, -117.1219873)"
"(32.7459623, -117.1106638)","(32.7410059, -117.1193867)"
"(32.7459623, -117.1106638)","(40.7418056, -73.92466689999999)"
"(32.7459623, -117.1106638)","(39.966528, -75.158284)"
"(33.0512352, -97.0549379)","(32.9562322, -117.2266166)"
"(32.7018333, -117.0748718)","(32.7040148, -117.0785536)"
"(29.9189541, -90.0989094)","(27.9076738, -82.8393152)"
"(29.9189541, -90.0989094)","(32.7219608, -117.1709678)"
"(29.9189541, -90.0989094)","(32.7270983, -117.1707063)"
"(29.9189541, -90.0989094)","(32.73120540000001, -117.1718352)"
"(29.9189541, -90.0989094)","(40.6487418, -111.8886959)"
"(29.9189541, -90.0989094)","(40.763368, -73.95924)"
"(29.9189541, -90.0989094)","(40.6481094, -74.0107685)"
"(29.9189541, -90.0989094)","(40.7314123, -73.99698479999999)"
"(32.8678866, -117.2247315)","(32.8717938, -117.2177712)"
"(32.8678866, -117.2247315)","(32.867186, -117.2121012)"
"(32.56639980000001, -117.0913816)","(32.5715522, -117.0927764)"
"(42.4660448, -70.9298957)","(32.7516963, -117.1802129)"
"(32.9206881, -117.1316998)","(32.9182202, -117.135689)"
"(34.2615706, -118.5831482)","(42.3647024, -71.0542339)"
"(34.2615706, -118.5831482)","(32.8328837, -117.1465924)"
"(37.7733029, -122.2566086)","(40.8816536, -73.91123929999999)"
"(37.7733029, -122.2566086)","(42.1815159, -71.20338799999999)"
"(37.7733029, -122.2566086)","(26.6275522, -81.8723363)"
"(37.7733029, -122.2566086)","(37.7575538, -122.4105513)"
"(37.7733029, -122.2566086)","(39.3209801, -111.0937311)"
"(37.7733029, -122.2566086)","(40.7554084, -73.9318155)"
"(37.7733029, -122.2566086)","(32.734557, -117.1250616)"
"(37.7733029, -122.2566086)","(41.125371, -95.9034375)"
"(32.786471, -117.1703762)","(32.8098412, -117.1294501)"
"(32.786471, -117.1703762)","(40.6840796, -73.98987249999999)"
"(47.1497563, -122.5034003)","(23.3298116, 75.0417468)"
"(32.786471, -117.1703762)","(32.801243, -117.159341)"
"(32.786471, -117.1703762)","(32.8406331, -117.1970729)"
"(32.786471, -117.1703762)","(32.7841029, -117.1694194)"
"(32.786471, -117.1703762)","(32.7897146, -117.1750476)"
"(32.786471, -117.1703762)","(32.7742538, -117.1798608)"
"(32.786471, -117.1703762)","(39.93085079999999, -122.1834977)"
"(32.786471, -117.1703762)","(34.2264251, -118.5404483)"
"(44.727284, -75.3210467)","(39.924868, -75.243995)"
"(40.5220702, -78.4183972)","(32.7041762, -117.0988461)"
"(42.5741064, -92.3374789)","(32.7004597, -117.1452449)"
"(42.5741064, -92.3374789)","(34.0089443, -118.45809)"
"(32.7058395, -117.1381109)","(29.7385963, -95.3490922)"
"(42.5741064, -92.3374789)","(40.7578494, -73.9165934)"
"(42.5741064, -92.3374789)","(32.7339276, -117.1129323)"
"(42.5741064, -92.3374789)","(40.7609205, -73.9886647)"
"(31.744003, -106.3322598)","(32.7197975, -117.2479286)"
"(33.011356, -117.0674599)","(33.0109645, -117.0855235)"
"(32.8063768, -117.2516748)","(37.5930571, -122.0054475)"
"(32.8063768, -117.2516748)","(32.8020211, -117.2532593)"
"(32.8063768, -117.2516748)","(32.8009291, -117.2470721)"
0,0
"(42.5489761, -70.99434579999999)","(29.94759969999999, -90.1284611)"
"(32.8319436, -117.2177934)","(32.8328837, -117.1465924)"
"(32.8319436, -117.2177934)","(32.8279381, -117.221242)"
"(32.9008781, -117.2053833)","(32.9031612, -117.2219081)"
"(32.9008781, -117.2053833)","(32.8996544, -117.1983927)"
"(32.7440498, -117.2120363)","(32.7263225, -117.227755)"
"(32.7316006, -117.2292596)","(32.7386226, -117.2292628)"
"(40.7785833, -73.9604646)","(26.6275522, -81.8723363)"
"(40.7785833, -73.9604646)","(37.8059872, -122.22551)"
"(40.7785833, -73.9604646)","(32.755521, -117.1388501)"
"(32.7866035, -117.0570285)","(40.0118128, -76.3539643)"
"(42.2653092, -71.8021009)","(40.71191580000001, -74.1659872)"
"(42.2653092, -71.8021009)","(33.781, -118.1784352)"
"(33.7475595, -117.8676075)","(32.702173, -117.1491975)"
"(33.7475595, -117.8676075)","(32.7004597, -117.1452449)"
"(33.7475595, -117.8676075)","(32.6893843, -117.153364)"
"(33.7475595, -117.8676075)","(29.7385963, -95.3490922)"
"(33.7475595, -117.8676075)","(40.029928, -105.2585026)"
"(33.7475595, -117.8676075)","(47.6104153, -122.2914603)"
"(33.7475595, -117.8676075)","(36.1588106, -80.3273743)"
"(33.7475595, -117.8676075)","(32.6832957, -117.1176389)"
"(32.7295593, -117.0557197)","(39.81547339999999, -105.0251583)"
"(32.9491981, -117.2474184)","(32.952908, -117.2502689)"
"(32.9491981, -117.2474184)","(32.9562322, -117.2266166)"
"(32.8033515, -117.066109)","(32.8032973, -117.033801)"
"(37.7734494, -122.4213231)","(32.7093836, -117.1628654)"
"(37.7734494, -122.4213231)","(40.6487418, -111.8886959)"
"(37.7734494, -122.4213231)","(20.8758958, -156.6803293)"
"(37.7734494, -122.4213231)","(40.763368, -73.95924)"
"(37.7734494, -122.4213231)","(29.6500493, -82.3298883)"
"(37.7734494, -122.4213231)","(40.6481094, -74.0107685)"
"(37.7734494, -122.4213231)","(40.7314123, -73.99698479999999)"
"(37.7734494, -122.4213231)","(40.7525375, -73.9932029)"
"(37.7734494, -122.4213231)","(40.754921, -73.9989038)"
"(37.7734494, -122.4213231)","(40.7449987, -74.0084016)"
"(37.7734494, -122.4213231)","(37.8059872, -122.22551)"
"(37.7734494, -122.4213231)","(37.7655641, -122.4114895)"
"(37.7734494, -122.4213231)","(40.7849921, -122.3083332)"
"(37.7734494, -122.4213231)","(37.7509423, -122.4133835)"
"(37.7734494, -122.4213231)","(40.029928, -105.2585026)"
"(37.7734494, -122.4213231)","(40.7554084, -73.9318155)"
"(37.7734494, -122.4213231)","(32.734557, -117.1250616)"
"(37.7734494, -122.4213231)","(41.8715947, -71.4123075)"
"(37.7734494, -122.4213231)","(40.6536036, -74.0032573)"
"(37.7734494, -122.4213231)","(32.7130223, -117.1142373)"
"(37.7734494, -122.4213231)","(32.7339276, -117.1129323)"
"(37.7734494, -122.4213231)","(40.7609205, -73.9886647)"
"(37.7734494, -122.4213231)","(41.5652812, -81.5392492)"
"(37.7734494, -122.4213231)","(29.79206769999999, -95.4994571)"
"(32.7672142, -117.1062755)","(40.3798325, -74.292386)"
"(32.7672142, -117.1062755)","(32.7633799, -117.1236636)"
"(32.7477854, -117.1057279)","(40.74921800000001, -73.487713)"
"(32.7477854, -117.1057279)","(32.7576978, -117.0808503)"
"(32.7477854, -117.1057279)","(42.19899789999999, -71.1641868)"
"(32.8112358, -117.1679991)","(32.8122244, -117.1714251)"
"(32.8537209, -116.9893394)","(41.516701, -73.94522649999999)"
"(33.0306856, -117.0886575)","(33.0244475, -117.0860445)"
"(33.0306856, -117.0886575)","(33.0313242, -117.0888946)"
"(33.0026465, -117.0872936)","(41.014505, -73.6121965)"
"(40.74921800000001, -73.487713)","(26.6275522, -81.8723363)"
"(40.74921800000001, -73.487713)","(37.8059872, -122.22551)"
"(40.74921800000001, -73.487713)","(32.755521, -117.1388501)"
"(40.74921800000001, -73.487713)","(40.7554084, -73.9318155)"
"(40.74921800000001, -73.487713)","(32.7339276, -117.1129323)"
"(40.74921800000001, -73.487713)","(40.7661901, -73.91754070000002)"
"(40.74921800000001, -73.487713)","(34.6222353, -117.2346253)"
"(40.74921800000001, -73.487713)","(32.7477854, -117.1057279)"
"(40.74921800000001, -73.487713)","(40.7578494, -73.9165934)"
"(39.9682799, -80.7509364)","(39.966528, -75.158284)"
"(32.7460669, -97.234381)","(32.7150753, -117.0098836)"
"(32.7460669, -97.234381)","(25.7136895, -80.2654803)"
"(32.7460669, -97.234381)","(38.4523421, -78.4669096)"
"(32.7460669, -97.234381)","(32.6982355, -117.0310044)"
"(32.7900744, -117.1545275)","(40.31649640000001, -74.3349143)"
"(32.8269782, -117.1488462)","(32.8328837, -117.1465924)"
"(32.8269782, -117.1488462)","(32.8290538, -117.1533183)"
"(32.8269782, -117.1488462)","(32.8267594, -117.1542287)"
"(32.8269782, -117.1488462)","(32.8214003, -117.1641589)"
0,0
"(33.2883056, -111.7489143)","(32.9390205, -117.1284305)"
"(29.79206769999999, -95.4994571)","(37.7734494, -122.4213231)"
"(32.83610609999999, -117.2086926)","(32.8108193, -117.2009254)"
"(32.801243, -117.159341)","(32.80457550000001, -117.1685963)"
"(32.801243, -117.159341)","(32.810624, -117.1599087)"
"(32.801243, -117.159341)","(32.786471, -117.1703762)"
"(32.801243, -117.159341)","(37.072449, -110.0313596)"
"(32.801243, -117.159341)","(32.7974073, -117.1565689)"
"(32.7772041, -117.1580331)","(32.778984, -117.1578626)"
"(32.7503917, -117.2089341)","(40.7501476, -73.9151945)"
"(32.7503917, -117.2089341)","(32.7263225, -117.227755)"
"(32.7503917, -117.2089341)","(32.751434, -117.2156153)"
"(42.233822, -71.116962)","(32.7942808, -117.2072706)"
"(42.233822, -71.116962)","(32.78384, -117.1987)"
"(32.8960864, -117.1406339)","(34.2117922, -119.0007412)"
"(32.909373, -117.1602998)","(32.7339276, -117.1129323)"
"(32.909373, -117.1602998)","(32.9031612, -117.2219081)"
"(32.909373, -117.1602998)","(41.47526089999999, -81.6955279)"
"(32.909373, -117.1602998)","(32.9008781, -117.2053833)"
"(32.909373, -117.1602998)","(32.899763, -117.1892725)"
0,0
"(32.909373, -117.1602998)","(32.9069902, -117.1532354)"
"(32.909373, -117.1602998)","(32.8983087, -117.1706981)"
"(32.909373, -117.1602998)","(42.921134, -78.8877772)"
"(32.909373, -117.1602998)","(32.9192598, -117.1529945)"
"(32.909373, -117.1602998)","(32.660539, -96.99421000000001)"
"(32.909373, -117.1602998)","(34.2117922, -119.0007412)"
"(32.909373, -117.1602998)","(32.91266890000001, -117.1390704)"
"(32.909373, -117.1602998)","(32.9182202, -117.135689)"
"(32.909373, -117.1602998)","(38.1717815, -85.6346927)"
"(32.909373, -117.1602998)","(32.9242047, -117.1192315)"
"(32.909373, -117.1602998)","(34.6222353, -117.2346253)"
"(32.8820535, -117.1809009)","(32.8801308, -117.1790373)"
"(32.8823075, -117.1556556)","(32.7339276, -117.1129323)"
"(32.8823075, -117.1556556)","(32.867186, -117.2121012)"
"(32.8823075, -117.1556556)","(39.1029243, -84.2779025)"
"(32.8823075, -117.1556556)","(40.7026485, -74.278246)"
"(32.8823075, -117.1556556)","(32.8832974, -117.1630001)"
"(32.8823075, -117.1556556)","(39.1649091, -76.6114339)"
"(32.8823075, -117.1556556)","(34.2117922, -119.0007412)"
"(32.8823075, -117.1556556)","(32.9390205, -117.1284305)"
"(27.390325, -82.39901569999999)","(32.8823075, -117.1556556)"
"(27.390325, -82.39901569999999)","(32.8935703, -117.1301302)"
"(27.390325, -82.39901569999999)","(32.84487319999999, -117.1270973)"
0,0
"(32.8008291, -117.2141037)","(30.3237714, -91.0048781)"
"(32.8008291, -117.2141037)","(32.801394, -117.2335118)"
"(32.8008291, -117.2141037)","(44.9400126, -93.14970939999999)"
"(32.8008291, -117.2141037)","(32.798714, -117.21582)"
"(37.5930571, -122.0054475)","(32.809277, -117.2562078)"
0,0
"(37.5930571, -122.0054475)","(32.801394, -117.2335118)"
"(37.5930571, -122.0054475)","(44.9400126, -93.14970939999999)"
"(37.5930571, -122.0054475)","(32.7938047, -117.2397877)"
"(37.5930571, -122.0054475)","(32.7644933, -117.2348852)"
"(32.7756139, -117.1540524)","(41.3713351, -82.14768509999999)"
"(32.7756139, -117.1540524)","(32.7339276, -117.1129323)"
"(32.7756139, -117.1540524)","(32.7747497, -117.1538667)"
"(32.7756139, -117.1540524)","(32.773255, -117.1527989)"
"(32.7756139, -117.1540524)","(32.7706692, -117.1577136)"
"(32.7756139, -117.1540524)","(32.7681203, -117.1537622)"
"(32.7767802, -117.1256987)","(32.773866, -117.1312841)"
"(32.7828943, -117.0941725)","(32.8186479, -117.0463569)"
"(32.8186479, -117.0463569)","(39.966528, -75.158284)"
"(32.8186479, -117.0463569)","(32.7849704, -117.0935734)"
"(32.8186479, -117.0463569)","(32.7747497, -117.1538667)"
"(32.8186479, -117.0463569)","(32.7929266, -117.0889703)"
"(32.8186479, -117.0463569)","(32.8024827, -117.0784159)"
"(32.8186479, -117.0463569)","(32.8015154, -117.0404231)"
"(32.8186479, -117.0463569)","(32.8081055, -117.0407532)"
"(32.778984, -117.1578626)","(32.7772041, -117.1580331)"
"(26.2180562, -98.2882119)","(32.8242047, -117.1274958)"
"(32.8858283, -117.1310506)","(32.8823075, -117.1556556)"
"(32.7964073, -117.1354648)","(32.8044851, -117.1342609)"
"(32.7964073, -117.1354648)","(32.8025093, -117.1341017)"
"(42.4642069, -88.1132449)","(50.0616545, 11.0739054)"
"(42.4642069, -88.1132449)","(41.79943900000001, -73.890396)"
"(43.120847, -77.55838)","(37.8059872, -122.22551)"
"(43.120847, -77.55838)","(38.6115894, -121.3552561)"
"(43.120847, -77.55838)","(32.755521, -117.1388501)"
"(43.120847, -77.55838)","(40.7486066, -73.91948219999999)"
"(43.120847, -77.55838)","(39.2379365, -84.3740766)"
"(43.120847, -77.55838)","(41.5652812, -81.5392492)"
"(32.7707732, -117.0769362)","(39.966528, -75.158284)"
"(32.7707732, -117.0769362)","(32.7645434, -117.0834453)"
"(32.7707732, -117.0769362)","(38.9145017, -94.3636547)"
"(32.7707732, -117.0769362)","(40.766016, -73.9852394)"
"(32.7707732, -117.0769362)","(32.7699714, -117.0719063)"
"(32.7707732, -117.0769362)","(37.8527929, -122.2526356)"
"(32.7707732, -117.0769362)","(40.6264805, -73.99921549999999)"
"(32.9192598, -117.1529945)","(34.1462059, -118.375737)"
"(30.3480772, -81.52339040000001)","(32.5691699, -117.0840422)"
"(30.3480772, -81.52339040000001)","(32.5715522, -117.0927764)"
"(30.3480772, -81.52339040000001)","(32.54434, -117.1227283)"
"(33.9997062, -118.4400271)","(47.6044125, -122.3298454)"
"(32.8197687, -117.2126882)","(32.8328837, -117.1465924)"
"(32.8952656, -117.1976361)","(41.47526089999999, -81.6955279)"
"(32.7942808, -117.2072706)","(32.827763, -117.225983)"
"(32.7942808, -117.2072706)","(32.8279381, -117.221242)"
"(32.7942808, -117.2072706)","(32.8171166, -117.2156809)"
"(32.7942808, -117.2072706)","(32.8214003, -117.1641589)"
"(32.7942808, -117.2072706)","(40.6336831, -74.26532759999999)"
"(32.7942808, -117.2072706)","(32.8108193, -117.2009254)"
"(32.7942808, -117.2072706)","(32.7890746, -117.2018289)"
"(32.7942808, -117.2072706)","(42.233822, -71.116962)"
"(32.7942808, -117.2072706)","(32.770435, -117.2043645)"
"(32.7942808, -117.2072706)","(32.7747059, -117.2026297)"
"(32.7942808, -117.2072706)","(35.1056303, -106.3279109)"
"(32.7942808, -117.2072706)","(32.770435, -117.2043645)"
"(32.7942808, -117.2072706)","(34.2264251, -118.5404483)"
"(32.7942808, -117.2072706)","(32.786471, -117.1703762)"
"(32.7942808, -117.2072706)","(32.7747497, -117.1538667)"
"(32.7942808, -117.2072706)","(32.6707083, -114.4543588)"
"(32.739821, -117.1444405)","(37.8059872, -122.22551)"
"(32.7385497, -117.1423195)","(41.0958566, -85.1195381)"
"(32.9586595, -117.0909191)","(32.9565092, -117.0936388)"
"(32.9541185, -117.0920698)","(32.9617872, -117.091539)"
"(32.8263486, -117.1728971)","(37.4163889, -77.4601397)"
"(32.8263486, -117.1728971)","(32.8254027, -117.1716501)"
"(32.8263486, -117.1728971)","(32.82518, -117.182663)"
"(32.8263486, -117.1728971)","(32.8231651, -117.1793093)"
"(32.8041913, -117.1841264)","(32.8162315, -117.1851886)"
0,0
"(32.8162315, -117.1851886)","(32.8214003, -117.1641589)"
"(32.8162315, -117.1851886)","(32.8156983, -117.1758469)"
"(32.8162315, -117.1851886)","(32.8171016, -117.1740853)"
"(32.8162315, -117.1851886)","(32.8406331, -117.1970729)"
"(32.8162315, -117.1851886)","(32.8041913, -117.1841264)"
"(32.8162315, -117.1851886)","(32.8142508, -117.1851166)"
"(32.8103445, -117.1857355)","(32.8142508, -117.1851166)"
"(32.8217735, -117.188717)","(32.8227045, -117.194664)"
"(32.8217735, -117.188717)","(32.8142508, -117.1851166)"
"(32.8142508, -117.1851166)","(32.82468, -117.188049)"
"(32.8142508, -117.1851166)","(32.8217735, -117.188717)"
"(32.8142508, -117.1851166)","(32.8214003, -117.1641589)"
"(32.8142508, -117.1851166)","(32.8162315, -117.1851886)"
"(32.8227045, -117.194664)","(32.8406331, -117.1970729)"
"(32.8227045, -117.194664)","(32.8217735, -117.188717)"
"(32.6850208, -117.0619421)","(34.2378092, -118.3921707)"
"(32.8139647, -117.116019)","(32.8328837, -117.1465924)"
"(32.8139647, -117.116019)","(32.8098412, -117.1294501)"
"(32.8139647, -117.116019)","(32.8026567, -117.1166993)"
"(32.7752648, -117.1583067)","(41.836914, -71.450012)"
"(32.7752648, -117.1583067)","(44.43207899999999, -88.0530009)"
"(40.6601122, -111.8876034)","(40.0118128, -76.3539643)"
"(32.8041453, -117.0380546)","(44.5233614, -89.53681259999999)"
"(41.3713351, -82.14768509999999)","(32.8052718, -117.1400583)"
"(41.3713351, -82.14768509999999)","(35.2102466, -80.7868949)"
"(41.3713351, -82.14768509999999)","(32.7756139, -117.1540524)"
"(32.8871386, -117.1830041)","(32.8900452, -117.1990907)"
"(34.2264251, -118.5404483)","(32.7942808, -117.2072706)"
"(34.2264251, -118.5404483)","(32.786471, -117.1703762)"
"(41.1754638, -73.84408739999999)","(37.7258047, -122.4108576)"
"(41.1754638, -73.84408739999999)","(32.7451609, -117.2472265)"
"(41.1754638, -73.84408739999999)","(34.4208305, -119.6981901)"
"(41.1754638, -73.84408739999999)","(32.7270242, -117.2443204)"
"(42.8942598, -88.2751554)","(32.7041762, -117.0988461)"
"(42.8942598, -88.2751554)","(32.702173, -117.1491975)"
"(42.8942598, -88.2751554)","(32.7004597, -117.1452449)"
"(42.8942598, -88.2751554)","(32.6893843, -117.153364)"
"(42.8942598, -88.2751554)","(29.7385963, -95.3490922)"
"(42.8942598, -88.2751554)","(33.4483515, -112.0237928)"
"(42.8942598, -88.2751554)","(40.029928, -105.2585026)"
"(42.8942598, -88.2751554)","(40.7554084, -73.9318155)"
"(42.8942598, -88.2751554)","(32.734557, -117.1250616)"
"(42.8942598, -88.2751554)","(41.8715947, -71.4123075)"
"(42.8942598, -88.2751554)","(40.7667089, -73.9138093)"
"(32.8323323, -117.2648349)","(32.8215207, -117.2743268)"
"(32.8323323, -117.2648349)","(32.8395191, -117.2735002)"
"(32.8323323, -117.2648349)","(32.8339643, -117.2680595)"
"(32.8323323, -117.2648349)","(32.827709, -117.264091)"
"(32.8032973, -117.033801)","(32.7651099, -117.0660176)"
"(32.8032973, -117.033801)","(44.5233614, -89.53681259999999)"
"(32.8032973, -117.033801)","(32.8015154, -117.0404231)"
"(32.8032973, -117.033801)","(32.8081055, -117.0407532)"
"(32.8032973, -117.033801)","(32.800227, -117.0260656)"
"(32.8032973, -117.033801)","(32.8004957, -117.0179566)"
"(32.8032973, -117.033801)","(32.7905179, -117.0209907)"
"(32.7431327, -117.2449981)","(32.7511022, -117.2500739)"
"(32.7431327, -117.2449981)","(37.7258047, -122.4108576)"
"(32.7431327, -117.2449981)","(51.5111125, -0.0552979)"
"(32.7431327, -117.2449981)","(32.7451609, -117.2472265)"
"(32.9155518, -117.1494799)","(32.9161273, -117.162126)"
"(32.9155518, -117.1494799)","(42.921134, -78.8877772)"
"(32.9155518, -117.1494799)","(34.2117922, -119.0007412)"
"(43.10767970000001, -79.0378803)","(37.7258047, -122.4108576)"
"(32.7410059, -117.1193867)","(32.7392534, -117.1254281)"
"(32.73960539999999, -117.2315293)","(32.7451609, -117.2472265)"
"(32.73960539999999, -117.2315293)","(32.7519772, -117.2345834)"
"(32.73960539999999, -117.2315293)","(32.7480476, -117.2293422)"
"(32.73960539999999, -117.2315293)","(32.7441429, -117.2350978)"
"(32.73960539999999, -117.2315293)","(32.7386226, -117.2292628)"
"(32.73960539999999, -117.2315293)","(32.7346243, -117.2237078)"
"(32.73960539999999, -117.2315293)","(32.7263225, -117.227755)"
"(32.867186, -117.2121012)","(32.8697501, -117.233771)"
"(32.867186, -117.2121012)","(40.7849921, -122.3083332)"
"(32.867186, -117.2121012)","(32.8552341, -117.2176154)"
"(32.867186, -117.2121012)","(32.8406331, -117.1970729)"
"(32.867186, -117.2121012)","(32.8764206, -117.2075912)"
"(40.720491, -73.51794149999999)","(32.7219608, -117.1709678)"
"(40.720491, -73.51794149999999)","(40.68506989999999, -73.92798250000001)"
"(40.720491, -73.51794149999999)","(40.7849921, -122.3083332)"
"(32.7521124, -117.1481502)","(32.7576978, -117.0808503)"
"(32.7521124, -117.1481502)","(42.1815159, -71.20338799999999)"
"(32.7521124, -117.1481502)","(40.4941254, -80.0526521)"
"(32.7293076, -117.1997407)","(32.7263225, -117.227755)"
"(32.7293076, -117.1997407)","(37.7878035, -122.4386921)"
"(32.7293076, -117.1997407)","(32.73960539999999, -117.2315293)"
"(32.7293076, -117.1997407)","(32.72901, -117.2050653)"
"(32.7293076, -117.1997407)","(33.6110349, -117.8973224)"
"(32.7293076, -117.1997407)","(32.7304579, -117.1907243)"
"(32.7293076, -117.1997407)","(29.9189541, -90.0989094)"
"(32.7293076, -117.1997407)","(33.41074400000001, -86.62652039999999)"
"(32.7293076, -117.1997407)","(33.9461713, -118.2367678)"
"(32.7293076, -117.1997407)","(32.7199041, -117.1593048)"
"(32.7293076, -117.1997407)","(41.1115472, -73.85838059999999)"
"(32.798714, -117.21582)","(32.8008291, -117.2141037)"
"(32.798714, -117.21582)","(33.5012462, -117.0521645)"
"(44.6782103, -109.4579855)","(39.3209801, -111.0937311)"
"(44.6782103, -109.4579855)","(40.7554084, -73.9318155)"
"(44.6782103, -109.4579855)","(32.734557, -117.1250616)"
"(32.9055808, -117.2435997)","(36.5341226, -121.8510037)"
