id,street_name,limits,all_count,northbound_count,southbound_count,eastbound_count,westbound_count,total_count,file_no,count_date
BOUNDARYST024510,BOUNDARY ST,NORTH PARK WY - UNIVERSITY AV, ,5835,9030,,,14865,0245-10,4/20/2010 0:00
BOUNDARYST022613,BOUNDARY ST,NORTH PARK WY - UNIVERSITY AV, ,4417,8615,,,13032,0226-13,3/21/2013 0:00
BOUNDARYST106810,BOUNDARY ST,REDWOOD ST - THORN ST, ,2060,2120,,,4180,1068-10,11/30/2010 0:00
BOUNDARYST115113,BOUNDARY ST,REDWOOD ST - THORN ST, ,1940,2497,,,4437,1151-13,2/5/2014 0:00
BOUNDARYST038102,BOUNDARY ST,THORN ST - UPAS ST,0,,,,,0,0381-02,3/14/2002 0:00
BOUNDARYST021805,BOUNDARY ST,THORN ST - UPAS ST, ,1090,1910,,,3000,0218-05,4/27/2005 0:00
BOUNDARYST020508,BOUNDARY ST,THORN ST - UPAS ST, ,2410,2260,,,4670,0205-08,5/20/2008 0:00
BOUNDARYST039711,BOUNDARY ST,THORN ST - UPAS ST, ,1385,1890,,,3275,0397-11,6/16/2011 0:00
BOUNDARYST024714,BOUNDARY ST,THORN ST - UPAS ST, ,1440,2193,,,3633,0247-14,4/22/2014 0:00
BOYDAV113302,BOYD AV,OLD BRIDGEPOR WY - GENESEE AV,0,,,,,0,1133-02,10/24/2002 0:00
BOYDAV056705,BOYD AV,OLD BRIDGEPORT WY - GENESEE AV, ,,,2430,3400,5830,0567-05,10/16/2005 0:00
BOYDAV067808,BOYD AV,OLD BRIDGEPORT WY - GENESEE AV, ,,,3035,2890,5925,0678-08,10/30/2008 0:00
BOYDAV101011,BOYD AV,OLD BRIDGEPORT WY - GENESEE AV, ,,,3050,3730,6780,1010-11,10/19/2011 0:00
BOYDAV024814,BOYD AV,OLD BRIDGEPORT WY - GENESEE AV, ,3028,2701,,,5729,0248-14,4/22/2014 0:00
BOYDAV088615,BOYD AV,OLD BRIDGEPORT WY - GENESEE AV, ,2816,2884,,,5700,0886-15,10/8/2015 0:00
BRANDYWINEST130011,BRANDYWINE ST,MOULTRIE AV - TRENTON AV, ,,,575,705,1280,1300-11,1/31/2012 0:00
BRANDYWINEST008215,BRANDYWINE ST,MOULTRIE AV - TRENTON AV, ,,,529,674,1203,0082-15,2/26/2015 0:00
BRANDYWINEST008215,BRANDYWINE ST,MOULTRIE AV - TRENTON AV, ,,,529,674,1203,0082-15,2/26/2015 0:00
BRANDYWOODST124413,BRANDYWOOD ST,LAS LIDIAS CT - SKYLINE DR, ,745,521,,,1266,1244-13,12/10/2013 0:00
BRECKENRIDGEDR083702,BRECKENRIDGE DR,WESTWARD CT - WINDING RIDGE DR,0,,,,,0,0837-02,7/30/2002 0:00
BRIARWOODRD005304,BRIARWOOD RD,GATEWOOD LN - PARADISE VALLEY RD,0,,,,,0,0053-04,1/15/2004 0:00
BRIARWOODRD003507,BRIARWOOD RD,GATEWOOD LN - PARADISE VY RD, ,2060,2400,,,4460,0035-07,1/30/2007 0:00
BRIARWOODRD002710,BRIARWOOD RD,GATEWOOD LN - PARADISE VY RD, ,2435,2505,,,4940,0027-10,1/28/2010 0:00
BRIARWOODRD002613,BRIARWOOD RD,GATEWOOD LN - PARADISE VY RD, ,2368,2453,,,4821,0026-13,2/5/2013 0:00
BRIARWOODRD064516,BRIARWOOD RD,GATEWOOD LN - PARADISE VY RD, ,1954,2202,,,4156,0645-16,1/18/2017 0:00
BRIARWOODRD005202,BRIARWOOD RD,GOODE ST - ALTA VIEW DR, ,6230,6700,,,12930,0052-02,1/15/2002 0:00
BRIARWOODRD072205,BRIARWOOD RD,GOODE ST - ALTA VIEW DR, ,7470,8320,,,15790,0722-05,2/2/2005 0:00
BRIARWOODRD000908,BRIARWOOD RD,GOODE ST - ALTA VIEW DR, ,6680,7100,,,13780,0009-08,3/4/2008 0:00
BRIARWOODRD028311,BRIARWOOD RD,GOODE ST - ALTA VIEW DR, ,6950,6490,,,13440,0283-11,5/23/2011 0:00
BRIARWOODRD024914,BRIARWOOD RD,GOODE ST - ALTA VIEW DR, ,6189,7119,,,13308,0249-14,4/24/2014 0:00
BRIARWOODRD010403,BRIARWOOD RD,PRAIRIE MOUND WY - ZEST ST,0,,,,,0,0104-03,1/15/2003 0:00
BRIARWOODRD106910,BRIARWOOD RD,PRAIRIE MOUND WY - ZEST ST, ,3410,4365,,,7775,1069-10,11/18/2010 0:00
BRIARWOODRD112913,BRIARWOOD RD,PRAIRIE MOUND WY - ZEST ST, ,3787,4313,,,8100,1129-13,1/30/2014 0:00
BRITANNIABL122502,BRITANNIA BL,AIRWAY RD - SIEMPRE VIVA RD,0,,,,,0,1225-02,12/4/2002 0:00
BRITANNIABL063908,BRITANNIA BL,AIRWAY RD - SIEMPRE VIVA RD, ,2340,2310,,,4650,0639-08,12/9/2008 0:00
BRITANNIABL110911,BRITANNIA BL,AIRWAY RD - SIEMPRE VIVA RD, ,3850,3050,,,6900,1109-11,11/8/2011 0:00
BRITANNIABL025014,BRITANNIA BL,AIRWAY RD - SIEMPRE VIVA RD, ,3978,3934,,,7912,0250-14,4/24/2014 0:00
BRITANNIABL082904,BRITANNIA BL,OTAY MESA RD - AIRWAY RD, ,4450,4570,,,9020,0829-04,12/22/2004 0:00
BRITANNIABL064207,BRITANNIA BL,OTAY MESA RD - AIRWAY RD, ,7440,7200,,,14640,0642-07,1/24/2008 0:00
BRITANNIABL010411,BRITANNIA BL,OTAY MESA RD - AIRWAY RD, ,17150,14315,,,31465,0104-11,3/3/2011 0:00
BRITANNIABL025114,BRITANNIA BL,OTAY MESA RD - OTAY MESA RD, ,6717,6833,,,13550,0251-14,4/24/2014 0:00
BROADWAY006916,BROADWAY,PARK BL - 17 ST, ,,,4186,3703,7889,0069-16,2/16/2016 0:00
BROADWAY044811,BROADWAY ,01 AV - 04 AV, ,,,8745,10470,19215,0448-11,6/16/2011 0:00
BROADWAY025214,BROADWAY ,01 AV - 04 AV, ,,,8089,11858,19947,0252-14,4/22/2014 0:00
BROADWAY045406,BROADWAY ,04 AV - 05 AV, ,,,7360,10300,17660,0454-06,10/10/2006 0:00
BROADWAY064809,BROADWAY ,04 AV - 05 AV, ,,,7625,8335,15960,0648-09,10/6/2009 0:00
BROADWAY065812,BROADWAY ,04 AV - 05 AV, ,,,7345,8457,15802,0658-12,8/7/2012 0:00
BROADWAY043516,BROADWAY ,04 AV - 05 AV, ,,,6338,5645,11983,0435-16,10/27/2016 0:00
BROADWAY045506,BROADWAY ,05 AV - 06 AV, ,,,8040,11350,19390,0455-06,10/10/2006 0:00
BROADWAY064909,BROADWAY ,05 AV - 06 AV, ,,,7870,8550,16420,0649-09,10/7/2009 0:00
BROADWAY066012,BROADWAY ,05 AV - 06 AV, ,,,7235,7705,14940,0660-12,8/9/2012 0:00
BROADWAY122113,BROADWAY ,05 AV - 06 AV, ,,,2756,2524,5280,1221-13,12/4/2013 0:00
BROADWAY043616,BROADWAY ,05 AV - 06 AV, ,,,5672,5392,11064,0436-16,10/4/2016 0:00
BROADWAY007512,BROADWAY ,07 AV - 08 AV, ,,,5080,4405,9485,0075-12,2/8/2012 0:00
BROADWAY010015,BROADWAY ,07 AV - 08 AV, ,,,3813,5622,9435,0100-15,3/31/2015 0:00
BROADWAY007612,BROADWAY ,08 AV - 09 AV, ,,,5105,4545,9650,0076-12,1/8/2012 0:00
BROADWAY002415,BROADWAY ,08 AV - 09 AV, ,,,4734,4996,9730,0024-15,2/19/2015 0:00
BROADWAY020602,BROADWAY ,09 AV - 10 AV, ,,,7240,6030,13270,0206-02,2/25/2002 0:00
BROADWAY116702,BROADWAY ,09 AV - 10 AV, ,,,7270,7140,14410,1167-02,11/6/2002 0:00
BROADWAY070605,BROADWAY ,09 AV - 10 AV, ,,,8620,9590,18210,0706-05,11/9/2005 0:00
BROADWAY062208,BROADWAY ,09 AV - 10 AV, ,,,8080,8730,16810,0622-08,12/4/2008 0:00
BROADWAY111211,BROADWAY ,09 AV - 10 AV, ,,,6530,6040,12570,1112-11,11/17/2011 0:00
BROADWAY025314,BROADWAY ,09 AV - 10 AV, ,,,5876,6033,11909,0253-14,4/22/2014 0:00
BROADWAY096615,BROADWAY ,09 AV - 10 AV, ,,,5567,4796,10363,0966-15,11/18/2015 0:00
BROADWAY065709,BROADWAY ,10 AV - 11 AV, ,,,7170,4865,12035,0657-09,10/20/2009 0:00
BROADWAY089012,BROADWAY ,10 AV - 11 AV, ,,,6957,4058,11015,0890-12,12/6/2012 0:00
BROADWAY044416,BROADWAY ,10 AV - 11 AV, ,,,5124,6004,11128,0444-16,10/6/2016 0:00
BROADWAY047106,BROADWAY ,11 AV - 12 AV, ,,,4490,4250,8740,0471-06,10/10/2006 0:00
BROADWAY065809,BROADWAY ,11 AV - 12 AV, ,,,4885,4675,9560,0658-09,10/1/2009 0:00
BROADWAY065612,BROADWAY ,11 AV - 12 AV, ,,,4769,4439,9208,0656-12,8/7/2012 0:00
BROADWAY044516,BROADWAY ,11 AV - 12 AV (PARK BL), ,,,4916,4914,9830,0445-16,10/5/2016 0:00
BROADWAY031616,BROADWAY ,13TH ST - 14TH ST, ,,,4651,4652,9303,0316-16,8/10/2016 0:00
BROADWAY025414,BROADWAY ,14 AV - 15 AV, ,,,4197,4198,8395,0254-14,4/22/2014 0:00
BROADWAY059407,BROADWAY ,14 ST - 15 ST, ,,,4000,3270,7270,0594-07,1/10/2008 0:00
BROADWAY005511,BROADWAY ,14 ST - 15 ST, ,,,4245,4460,8705,0055-11,2/8/2011 0:00
BROADWAY031716,BROADWAY ,14TH ST - 15TH ST, ,,,4544,4390,8934,0317-16,8/10/2016 0:00
BROADWAY073703,BROADWAY ,16 ST - 17 ST, ,,,3650,3460,7110,0737-03,11/20/2003 0:00
BROADWAY047706,BROADWAY ,16 ST - 17 ST, ,,,3410,2780,6190,0477-06,10/10/2006 0:00
BROADWAY065909,BROADWAY ,16 ST - 17 ST, ,,,4285,3245,7530,0659-09,10/1/2009 0:00
BROADWAY065712,BROADWAY ,16 ST - 17 ST, ,,,3853,4198,8051,0657-12,8/7/2012 0:00
BROADWAY044616,BROADWAY ,16 ST - 17 ST, ,,,4589,4626,9215,0446-16,10/27/2016 0:00
BROADWAY028303,BROADWAY ,19 ST - 20 ST, ,,,2800,3330,6130,0283-03,3/11/2003 0:00
BROADWAY086004,BROADWAY ,19 ST - 20 ST, ,,,2900,3160,6060,0860-04,6/21/2004 0:00
BROADWAY107010,BROADWAY ,19 ST - 20 ST, ,,,2570,2720,5290,1070-10,11/17/2010 0:00
BROADWAY110813,BROADWAY ,19 ST - 20 ST, ,,,4093,3672,7765,1108-13,1/29/2014 0:00
BROADWAY107110,BROADWAY ,22 ST - 23 ST, ,,,2785,2140,4925,1071-10,11/17/2010 0:00
BROADWAY110913,BROADWAY ,22 ST - 23 ST, ,,,3492,3678,7170,1109-13,3/4/2014 0:00
BROADWAY017904,BROADWAY ,24 ST - 25 ST, ,,,3080,2800,5880,0179-04,2/25/2004 0:00
BROADWAY107210,BROADWAY ,24 ST - 25 ST, ,,,2220,2645,4865,1072-10,11/17/2010 0:00
BROADWAY111013,BROADWAY ,24 ST - 25 ST, ,,,3419,3552,6971,1110-13,1/29/2014 0:00
BROADWAY107310,BROADWAY ,26 ST - 27 ST, ,,,1175,1340,2515,1073-10,12/1/2010 0:00
BROADWAY118413,BROADWAY ,26 ST - 27 ST, ,,,1478,2061,3539,1184-13,3/26/2014 0:00
BROADWAY123702,BROADWAY ,28 ST - 29 ST,0,,,,,0,1237-02,11/26/2002 0:00
BROADWAY070105,BROADWAY ,28 ST - 29 ST, ,,,1440,1510,2950,0701-05,11/16/2005 0:00
BROADWAY058908,BROADWAY ,28 ST - 29 ST, ,,,1520,1655,3175,0589-08,12/4/2008 0:00
BROADWAY111311,BROADWAY ,28 ST - 29 ST, ,,,1550,1865,3415,1113-11,11/9/2011 0:00
BROADWAY025514,BROADWAY ,28 ST - 29 ST, ,,,1834,1667,3501,0255-14,4/22/2014 0:00
BROADWAY098815,BROADWAY ,28 ST - 29 ST, ,,,1713,2070,3783,0988-15,11/24/2015 0:00
BROADWAY1810106,BROADWAY ,30 ST - F ST,0,,,,,0,18101-06,6/28/2006 0:00
BROADWAY043606,BROADWAY ,30 ST - SD 094 , ,,,6980,7440,14420,0436-06,10/17/2006 0:00
BROADWAY066209,BROADWAY ,30 ST - SD 094 , ,,,6845,7285,14130,0662-09,10/13/2009 0:00
BROADWAY044916,BROADWAY ,30TH ST - SD 094 , ,,,7468,8621,16089,0449-16,10/4/2016 0:00
BROADWAY107410,BROADWAY ,63 ST - 65 ST, ,,,1045,1075,2120,1074-10,11/17/2010 0:00
BROADWAY11113,BROADWAY ,63 ST - 65 ST, ,,,1247,1144,2391,111-13,1/28/2014 0:00
BROADWAY000903,BROADWAY ,65 ST - MADERA ST,0,,,,,0,0009-03,1/8/2003 0:00
BROADWAY107510,BROADWAY ,65 ST - MADERA ST, ,,,805,845,1650,1075-10,11/17/2010 0:00
BROADWAY11213,BROADWAY ,65 ST - MADERA ST, ,,,866,862,1728,112-13,1/29/2014 0:00
BROADWAY116402,BROADWAY ,FRONT ST - 01 AV, ,,,10500,10470,20970,1164-02,11/6/2002 0:00
BROADWAY071608,BROADWAY ,FRONT ST - 01 AV, ,,,9165,9610,18775,0716-08,12/3/2008 0:00
BROADWAY111111,BROADWAY ,FRONT ST - 01 AV, ,,,8860,9265,18125,1111-11,11/17/2011 0:00
BROADWAY025614,BROADWAY ,FRONT ST - 01 AV, ,,,8319,10659,18978,0256-14,4/22/2014 0:00
BROADWAY114902,BROADWAY ,KETTNER BL - INDIA ST, ,,,8030,6180,14210,1149-02,11/5/2002 0:00
BROADWAY057607,BROADWAY ,KETTNER BL - INDIA ST, ,,,5120,4710,9830,0576-07,1/10/2008 0:00
BROADWAY071508,BROADWAY ,KETTNER BL - INDIA ST, ,,,7265,6805,14070,0715-08,11/25/2008 0:00
BROADWAY111011,BROADWAY ,KETTNER BL - INDIA ST, ,,,7025,6645,13670,1110-11,12/1/2011 0:00
BROADWAY025714,BROADWAY ,KETTNER BL - INDIA ST, ,,,5778,6370,12148,0257-14,4/22/2014 0:00
BROADWAY001911,BROADWAY ,N HARBOR DR - PACIFIC HY, ,,,3035,3730,6765,0019-11,1/27/2011 0:00
BROADWAY025814,BROADWAY ,N HARBOR DR - PACIFIC HY, ,,,2042,1858,3900,0258-14,6/18/2014 0:00
BROADWAY045206,BROADWAY ,PACIFIC HY - KETTNER BL, ,,,4060,5650,9710,0452-06,10/19/2006 0:00
BROADWAY069609,BROADWAY ,PACIFIC HY - KETTNER BL, ,,,4645,5525,10170,0696-09,10/20/2009 0:00
BROADWAY110215,BROADWAY ,PACIFIC HY - KETTNER BL, ,,,2987,3032,6019,1102-15,12/22/2015 0:00
BROADWAY048216,BROADWAY ,PACIFIC HY - KETTNER BL, ,,,4772,5230,10002,0482-16,10/26/2016 0:00
BROADWAY043706,BROADWAY ,SD 094  - F ST, ,2410,4820,,,7230,0437-06,10/17/2006 0:00
BROADWAY068109,BROADWAY ,SD 094  - F ST, ,2615,4715,,,7330,0681-09,10/7/2009 0:00
BROADWAY066112,BROADWAY ,SD 094  - F ST, ,2464,4679,,,7143,0661-12,8/14/2012 0:00
BROADWAY046816,BROADWAY ,SD 94  - F  ST, ,5084,3176,,,8260,0468-16,10/6/2016 0:00
BROADWAY048316,BROADWAY ,UNION ST - FRONT   ST, ,,,6751,8961,15712,0483-16,10/12/2016 0:00
BROADWAY073903,BROADWAY ,UNION ST - FRONT ST, ,,,8050,11350,19400,0739-03,11/20/2003 0:00
BROADWAY045306,BROADWAY ,UNION ST - FRONT ST, ,,,7110,9640,16750,0453-06,10/19/2006 0:00
BROADWAY069709,BROADWAY ,UNION ST - FRONT ST, ,,,7490,8640,16130,0697-09,10/6/2009 0:00
BROADWAY065912,BROADWAY ,UNION ST - FRONT ST, ,,,7317,8542,15859,0659-12,8/7/2012 0:00
BROADWAYCR116602,BROADWAY CR,BROADWAY  - BROADWAY , ,4060,,,,4060,1166-02,11/6/2002 0:00
BROADWAYCR071305,BROADWAY CR,BROADWAY  - BROADWAY , ,4950,,,,4950,0713-05,11/10/2005 0:00
BROADWAYCR062908,BROADWAY CR,BROADWAY  - BROADWAY , ,,,4565,,4565,0629-08,12/4/2008 0:00
BROADWAYCR111411,BROADWAY CR,BROADWAY  - BROADWAY , ,,,6605,,6605,1114-11,12/1/2011 0:00
BROADWAYCR025914,BROADWAY CR,BROADWAY  - BROADWAY , ,3895,,,,3895,0259-14,4/22/2014 0:00
BROADWAYCR097415,BROADWAY CR,BROADWAY (E)  - BROADWAY (W) , ,,,4441,,4441,0974-15,11/18/2015 0:00
BROOKHAVENRD005702,BROOKHAVEN RD,ARROWWOOD DR - MEADOWBROOK DR,0,,,,,0,0057-02,1/15/2002 0:00
BROOKHAVENRD003105,BROOKHAVEN RD,ARROWWOOD DR - MEADOWBROOK DR, ,,,1670,1510,3180,0031-05,2/2/2005 0:00
BROOKHAVENRD001008,BROOKHAVEN RD,ARROWWOOD DR - MEADOWBROOK DR, ,,,1180,1080,2260,0010-08,2/19/2008 0:00
BROOKHAVENRD018911,BROOKHAVEN RD,ARROWWOOD DR - MEADOWBROOK DR, ,,,1985,1325,3310,0189-11,3/23/2011 0:00
BROOKHAVENRD026014,BROOKHAVEN RD,ARROWWOOD DR - MEADOWBROOK DR, ,,,1547,1353,2900,0260-14,4/22/2014 0:00
BROOKHAVENRD073415,BROOKHAVEN RD,MEADOWBROOK DR - COOLWATER DR, ,,,593,730,1323,0734-15,7/2/2015 0:00
BUENOSAV044911,BUENOS AV,MORENA BL - W MORENA BL, ,,,1540,1725,3265,0449-11,6/15/2011 0:00
BUENOSAV026114,BUENOS AV,MORENA BL - W MORENA BL, ,,,1673,1938,3611,0261-14,4/22/2014 0:00
BURGENERBL111502,BURGENER BL,FIELD ST - CLAIREMONT DR,0,,,,,0,1115-02,10/16/2002 0:00
BURGENERBL048607,BURGENER BL,FIELD ST - CLAIREMONT DR, ,7480,6590,,,14070,0486-07,1/15/2008 0:00
BURGENERBL068408,BURGENER BL,FIELD ST - CLAIREMONT DR, ,6295,6605,,,12900,0684-08,10/30/2008 0:00
BURGENERBL007011,BURGENER BL,FIELD ST - CLAIREMONT DR, ,4030,5255,,,9285,0070-11,1/25/2011 0:00
BURGENERBL101111,BURGENER BL,FIELD ST - CLAIREMONT DR, ,5760,5710,,,11470,1011-11,10/25/2011 0:00
BURGENERBL026214,BURGENER BL,FIELD ST - CLAIREMONT DR, ,5918,4786,,,10704,0262-14,4/22/2014 0:00
BURGENERBL099202,BURGENER BL,JELLETT ST - HUXLEY ST,0,,,,,0,0992-02,10/22/2002 0:00
BURGENERBL059405,BURGENER BL,JELLETT ST - HUXLEY ST, ,2200,2150,,,4350,0594-05,10/20/2005 0:00
BURGENERBL068508,BURGENER BL,JELLETT ST - HUXLEY ST, ,2140,2020,,,4160,0685-08,10/30/2008 0:00
BURGENERBL101211,BURGENER BL,JELLETT ST - HUXLEY ST, ,2000,2015,,,4015,1012-11,10/27/2011 0:00
BURGENERBL026314,BURGENER BL,JELLETT ST - HUXLEY ST, ,1697,1845,,,3542,0263-14,4/22/2014 0:00
BURGENERBL089615,BURGENER BL,JELLETT ST - HUXLEY ST, ,1484,2013,,,3497,0896-15,10/8/2015 0:00
BUSINESSPARKAV017303,BUSINESSPARK AV,WILLOW CREEK RD - CARROLL CANYON RD, ,3100,3650,,,6750,0173-03,2/4/2003 0:00
BUSINESSPARKAV002706,BUSINESSPARK AV,WILLOW CRK RD - CARROLL CYN RD, ,3340,3290,,,6630,0027-06,2/15/2006 0:00
BUSINESSPARKAV006009,BUSINESSPARK AV,WILLOW CRK RD - CARROLL CYN RD, ,3550,3905,,,7455,0060-09,2/12/2009 0:00
BUSINESSPARKAV011112,BUSINESSPARK AV,WILLOW CRK RD - CARROLL CYN RD, ,3260,3170,,,6430,0111-12,2/23/2012 0:00
BUSINESSPARKAV015415,BUSINESSPARK AV,WILLOW CRK RD - CARROLL CYN RD, ,3462,3910,,,7372,0154-15,4/8/2015 0:00
BUSINESSPARKAV000816,BUSINESSPARK AV,WILLOW CRK RD - CARROLL CYN RD, ,3310,4232,,,7542,0008-16,2/2/2016 0:00
CST045011,C ST,01 AV - FRONT AV, ,,,1845,,1845,0450-11,6/16/2011 0:00
CST026714,C ST,01 AV - FRONT ST, ,,,1798,,1798,0267-14,4/30/2014 0:00
CST107610,C ST,09 AV - 10 AV, ,,,1745,,1745,1076-10,11/18/2010 0:00
CST113013,C ST,09 AV - 10 AV, ,,,1787,,1787,1130-13,1/30/2014 0:00
CST107710,C ST,10 AV - 11 AV, ,,,3640,,3640,1077-10,11/18/2010 0:00
CST113113,C ST,10 AV - 11 AV, ,,,4526,,4526,1131-13,2/4/2014 0:00
CST087502,C ST,11 AV - 12 AV, ,,,4790,,4790,0875-02,11/19/2002 0:00
CST059307,C ST,11 AV - 12 AV, ,,,2930,,2930,0593-07,1/10/2008 0:00
CST062108,C ST,11 AV - PARK (12 AV) BL, ,,,4165,,4165,0621-08,12/3/2008 0:00
CST005811,C ST,11 AV - PARK (12 AV) BL, ,,,3765,,3765,0058-11,2/8/2011 0:00
CST111711,C ST,11 AV - PARK (12 AV) BL, ,,,3980,,3980,1117-11,11/17/2011 0:00
CST026814,C ST,11 AV - PARK (12 AV) BL, ,,,3698,,3698,0268-14,4/22/2014 0:00
CST046906,C ST,14 ST - 15 ST, ,,,10210,,10210,0469-06,10/10/2006 0:00
CST065609,C ST,14 ST - 15 ST, ,,,9720,,9720,0656-09,10/1/2009 0:00
CST066412,C ST,14 ST - 15 ST, ,,,9373,,9373,0664-12,8/7/2012 0:00
CST044316,C ST,14 ST - 15 ST, ,,,8432,,8432,0443-16,10/6/2016 0:00
CST060207,C ST,16 ST - 17 ST, ,,,8290,,8290,0602-07,1/10/2008 0:00
CST005911,C ST,16 ST - 17 ST, ,,,10160,,10160,0059-11,2/8/2011 0:00
CST027014,C ST,16 ST - 17 ST, ,,,9060,,9060,0270-14,5/1/2014 0:00
CST028003,C ST,19 ST - 20 ST, ,,,4270,,4270,0280-03,3/11/2003 0:00
CST107810,C ST,19 ST - 20 ST, ,,,2675,,2675,1078-10,11/18/2010 0:00
CST113213,C ST,19 ST - 20 ST, ,,,3253,,3253,1132-13,2/5/2014 0:00
CST014804,C ST,24 ST - 25 ST, ,,,3860,1360,5220,0148-04,2/25/2004 0:00
CST055707,C ST,24 ST - 25 ST, ,,,2780,1150,3930,0557-07,1/10/2008 0:00
CST005711,C ST,24 ST - 25 ST, ,,,2440,1020,3460,0057-11,2/8/2011 0:00
CST027114,C ST,24 ST - 25 ST, ,,,2620,1890,4510,0271-14,5/1/2014 0:00
CST055607,C ST,25 ST - 26 ST, ,,,2180,1680,3860,0556-07,1/10/2008 0:00
CST005611,C ST,25 ST - 26 ST, ,,,2170,1650,3820,0056-11,2/8/2011 0:00
CST027214,C ST,25 ST - 26 ST, ,,,1914,1506,3420,0272-14,5/1/2014 0:00
CST107910,C ST,26 ST - 27 ST, ,,,1815,1225,3040,1079-10,11/18/2010 0:00
CST113313,C ST,26 ST - 27 ST, ,,,1642,1508,3150,1133-13,1/30/2014 0:00
CST120302,C ST,28 ST - 29 ST,0,,,,,0,1203-02,11/27/2002 0:00
CST021404,C ST,28 ST - 29 ST,0,,,,,0,0214-04,3/10/2004 0:00
CST111811,C ST,28 ST - 29 ST, ,,,1950,1650,3600,1118-11,12/1/2011 0:00
CST027314,C ST,28 ST - 29 ST, ,,,1682,1698,3380,0273-14,5/1/2014 0:00
CST108010,C ST,30 ST - EDGEMONT ST, ,,,2150,2935,5085,1080-10,11/18/2010 0:00
CST113413,C ST,30 ST - EDGEMONT ST, ,,,2322,2355,4677,1134-13,2/4/2014 0:00
CABLEST021316,CABLE  ST,VOLTAIRE ST - W POINT LOMA BL, ,4609,4064,,,8673,0213-16,6/8/2016 0:00
CABLEST108110,CABLE ST,BRIGHTON AV - LONG BRANCH AV, ,2170,2495,,,4665,1081-10,11/16/2010 0:00
CABLEST108913,CABLE ST,BRIGHTON AV - LONG BRANCH AV, ,,,2408,2256,4664,1089-13,3/12/2014 0:00
CABLEST058402,CABLE ST,NARRAGANSETT AV - NIAGARA AV,0,,,,,0,0584-02,6/12/2002 0:00
CABLEST030605,CABLE ST,NARRAGANSETT AV - NIAGARA AV, ,2320,2500,,,4820,0306-05,6/8/2005 0:00
CABLEST032508,CABLE ST,NARRAGANSETT AV - NIAGARA AV, ,2330,1980,,,4310,0325-08,8/19/2008 0:00
CABLEST074711,CABLE ST,NARRAGANSETT AV - NIAGARA AV, ,1705,2070,,,3775,0747-11,8/24/2011 0:00
CABLEST027414,CABLE ST,NARRAGANSETT AV - NIAGARA AV, ,2847,2508,,,5355,0274-14,5/1/2014 0:00
CABLEST027514,CABLE ST,NARRAGANSETT AV - ORCHARD ST, ,1633,2227,,,3860,0275-14,5/1/2014 0:00
CABLEST045111,CABLE ST,NARRAGANSETT AV - PESCADERO AV, ,355,685,,,1040,0451-11,6/15/2011 0:00
CABLEST010806,CABLE ST,VOLTAIRE ST - W POINT LOMA BL, ,3520,4500,,,8020,0108-06,6/22/2006 0:00
CABLEST037509,CABLE ST,VOLTAIRE ST - W POINT LOMA BL, ,3730,4605,,,8335,0375-09,6/16/2009 0:00
CABLEST041012,CABLE ST,VOLTAIRE ST - W POINT LOMA BL, ,2726,3228,,,5954,0410-12,5/31/2012 0:00
CABLEST048315,CABLE ST,VOLTAIRE ST - W POINT LOMA BL, ,1623,3484,,,5107,0483-15,7/9/2015 0:00
CABLEST075803,CABLE ST,VOLTAIRE ST - WEST POINT LOMA BL,0,,,,,0,0758-03,6/12/2003 0:00
CABOTDR034717,CABOT DR,MIRAMAR  RD - ARJONS DR, ,2640,2935,,,5575,0347-17,10/17/2017 0:00
CABOTDR056004,CABOT DR,MIRAMAR RD - ARJONS DR, ,2250,2020,,,4270,0560-04,8/24/2004 0:00
CABOTDR039107,CABOT DR,MIRAMAR RD - ARJONS DR, ,2170,1910,,,4080,0391-07,10/16/2007 0:00
CABOTDR092110,CABOT DR,MIRAMAR RD - ARJONS DR, ,2360,2085,,,4445,0921-10,10/12/2010 0:00
CABOTDR098313,CABOT DR,MIRAMAR RD - ARJONS DR, ,1716,1745,,,3461,0983-13,1/9/2014 0:00
CABOTDR074115,CABOT DR,MIRAMAR RD - ARJONS DR, ,1862,2017,,,3879,0741-15,7/8/2015 0:00
CABOTDR022010,CABOT DR,MIRAMAR RD - DRIVEWAY N/O MIRAMAR RD , ,3355,2495,,,5850,0220-10,3/16/2010 0:00
CABOTDR009013,CABOT DR,MIRAMAR RD - DRIVEWAY N/O MIRAMAR RD , ,2750,2416,,,5166,0090-13,2/14/2013 0:00
CABRILLOMEMORIALDR027614,CABRILLO MEMORIAL DR,ASHBURN RD - HUMPHREY RD, ,965,986,,,1951,0276-14,5/1/2014 0:00
CABRILLOMEMORIALDR045211,CABRILLO MEMORIAL DR,ASHBURN RD - HUMPREY RD, ,1015,1035,,,2050,0452-11,6/15/2011 0:00
CACTUSRD122402,CACTUS RD,AIRWAY RD - SIEMPRE VIVA RD,0,,,,,0,1224-02,12/4/2002 0:00
CACTUSRD064008,CACTUS RD,AIRWAY RD - SIEMPRE VIVA RD, ,3070,3100,,,6170,0640-08,12/9/2008 0:00
CACTUSRD111911,CACTUS RD,AIRWAY RD - SIEMPRE VIVA RD, ,1600,1580,,,3180,1119-11,11/8/2011 0:00
CACTUSRD083004,CACTUS RD,OTAY MESA RD - CAM MAQUILADO , ,3790,4570,,,8360,0830-04,12/22/2004 0:00
